"Tree.ID","X.Ally","Y.Ally","Elevation.Ally","Total.Height.Ally","Height.To.Crown.Base.Ally","Max.Crown.Diameter.Ally","Min.Crown.Diameter.Ally","Crown.Rotation.Ally","R.Ally","G.Ally","B.Ally","DBH.Ally","Lean.Angle.From.Vertical.Ally","Lean.Azimuth.Ally","Status.Code.Ally","TopX.Ally","TopY.Ally","X.Bob","Y.Bob","Elevation.Bob","Total.Height.Bob","Height.To.Crown.Base.Bob","Max.Crown.Diameter.Bob","Min.Crown.Diameter.Bob","Crown.Rotation.Bob","R.Bob","G.Bob","B.Bob","DBH.Bob","Lean.Angle.From.Vertical.Bob","Lean.Azimuth.Bob","Status.Code.Bob","TopX.Bob","TopY.Bob","diffX","diffY","diffTopX","diffTopY","diff","diffTop","PlotID","Study","Year","Plot_Number","Plot_Name","Tag_Num","Species","DBH_cm","LiDAR_visible","Distance","Azimuth","Anomaly_Num","Anomaly1","Anomaly2","Anomaly3","Bear_damage_percent","Note","Xfield","Yfield","hanusHt","fvsHt","origdiffX.Ally","origdiffY.Ally","origdiff.Ally","origdiffX.Bob","origdiffY.Bob","origdiff.Bob","heightdiff"
"13_19_TSHE",418606.177,5276649.4155,427.380238,34.753545,20.852127,5.561384,5.561384,0,244,120,50,0.55,0.383788,207.225492,0,418606.070499991,5276649.20849998,418606.256935,5276648.972144,427.45213,34.700109,20.820065,5.561384,5.561384,0,244,120,50,0.55,0.058872,255.379127,0,418606.222434886,5276648.96314397,-0.0799349999870174,0.44335599988699,-0.151934894907754,0.245356011204422,0.45050432501666,0.288589300780147,13,"T3",2021,13,"13_A_Alt-1_AVDT",19,"TSHE",55,"Y",7.7,254,0,0,NA,NA,NA,NA,418612.248284941,5276652.36759236,41.5315255608185,34.7586488856039,-6.07128494099015,-2.95209235977381,6.75095179477152,-5.99134994100314,-3.3954483596608,6.88660610741471,0.0534360000000049
"13_5_PSME",418621.0885,5276641.8695,430.631201,39.480523,23.688314,4.922071,4.922071,0,244,120,50,0.483,0.671961,17.534884,0,418621.227999905,5276642.31099971,418621.090935,5276641.851143,430.642444,39.525553,23.715332,4.922071,4.922071,0,244,120,50,0.483,0.548505,17.932157,0,418621.20743496,5276642.21114288,-0.00243499997304752,0.0183570003136992,0.0205649451818317,0.0998568274080753,0.0185177937504956,0.10195245436152,13,"T3",2021,13,"13_A_Alt-1_AVDT",5,"PSME",48.3,"Y",11.1,139,0,0,NA,NA,NA,NA,418626.932255222,5276646.11272366,35.9113238926061,30.7629459191477,-5.84375522198388,-4.24322365969419,7.22180186107681,-5.84132022201084,-4.26158066000789,7.23063563304265,0.0450300000000041
"13_9_TSHE",418601.085,5276651.6805,426.878303,32.531782,19.51907,4.763298,4.763298,0,244,120,50,0.435,0.128732,249.581575,0,418601.016500141,5276651.65500005,418601.059,5276651.731,426.857633,32.553452,19.532072,4.763298,4.763298,0,244,120,50,0.435,0.467139,307.344833,0,418600.848000053,5276651.89199996,0.0260000000125729,-0.0504999998956919,0.168500088097062,-0.236999907530844,0.0568000879411174,0.290794146877729,13,"T3",2021,13,"13_A_Alt-1_AVDT",9,"TSHE",43.5,"Y",11.5,268,0,0,NA,NA,NA,NA,418608.157005489,5276654.08865579,35.9554416316923,29.770614326391,-7.07200548896799,-2.40815579053015,7.47077478896649,-7.09800548898056,-2.35765579063445,7.47931967151494,0.0216700000000003
"14_1_TSHE",418490.1975,5276633.2345,443.285297,30.748651,18.44919,3.728785,3.728785,0,244,120,50,0.311,0.64277,186.826282,0,418490.156500025,5276632.89200023,418490.66116,5276630.04483,-32767,25.031683,15.01901,3.728785,3.728785,0,244,120,50,0.311,0.792909,106.865594,0,418490.992659887,5276629.94433003,-0.463660000008531,3.18967000022531,-0.836159861937631,2.94767019432038,3.22319333983322,3.06397175071839,14,"T3",2021,14,"14_A_Alt-1_AVDT",1,"TSHE",31.1,"Y",17.4,21,0,0,NA,NA,NA,NA,418489.195902322,5276633.05029942,28.6490337040706,23.3049052964272,1.00159767799778,0.184200580231845,1.01839469869412,1.46525767800631,-3.00546941999346,3.34362475428572,5.716968
"14_10_PSME",418494.31,5276603.4405,453.164935,27.053897,16.232339,3.67874,3.67874,0,244,120,50,0.308,0.262999,65.498769,0,418494.422999996,5276603.492,418494.30716,5276603.45883,-32767,27.054624,16.232775,3.67874,3.67874,0,244,120,50,0.308,0.281086,69.721843,0,418494.431659889,5276603.50482996,0.00283999997191131,-0.0183300003409386,-0.00865989318117499,-0.0128299603238702,0.0185487064869566,0.0154790707673763,14,"T3",2021,14,"14_A_Alt-1_AVDT",10,"PSME",30.8,"Y",17.3,140,0,0,NA,NA,NA,NA,418494.080525648,5276603.55343113,25.7292717428436,22.9921264499216,0.229474351974204,-0.112931130453944,0.255757538382717,0.226634352002293,-0.0946011301130056,0.245586040576734,0.000727000000001254
"14_11_PSME",418489.3795,5276602.212,453.58492,35.350558,21.210336,4.259066,4.259066,0,244,120,50,0.384,0.556759,269.666404,0,418489.03600004,5276602.21,418489.41666,5276602.18583,-32767,35.345458,21.207276,4.259066,4.259066,0,244,120,50,0.384,0.606088,275.756338,0,418489.044659892,5276602.22333001,-0.0371600000071339,0.0261700004339218,-0.00865985191194341,-0.0133300079032779,0.045450352289522,0.0158959789204138,14,"T3",2021,14,"14_A_Alt-1_AVDT",11,"PSME",38.4,"Y",15.6,160,0,0,NA,NA,NA,NA,418488.295814236,5276602.14679512,30.4411242920279,26.61916125741,1.08368576399516,0.0652048802003264,1.0856456657159,1.1208457640023,0.0390348797664046,1.12152527770009,0.00509999999999877
"14_13_PSME",418480.4455,5276599.902,454.748774,32.157127,19.294276,4.358586,4.358586,0,244,120,50,0.398,1.744908,158.334414,0,418480.807000008,5276598.99199997,418480.45416,5276599.91483,-32767,32.157125,19.294275,4.358586,4.358586,0,244,120,50,0.398,1.744908,158.334414,0,418480.815659986,5276599.00483002,-0.00866000005044043,-0.0128300003707409,-0.00865997752407566,-0.0128300571814179,0.0154791637495971,0.01547919823492,14,"T3",2021,14,"14_A_Alt-1_AVDT",13,"PSME",39.8,"Y",17.1,191,0,0,NA,NA,NA,NA,418479.697466179,5276600.02017516,31.2567598436474,27.2411651820171,0.748033821000718,-0.118175160139799,0.757311009978728,0.756693821051158,-0.105345159769058,0.76399158470743,2.00000000205591e-06
"14_16_PSME",418466.7995,5276614.138,449.850912,31.505613,18.903367,5.039521,5.039521,0,244,120,50,0.502,0.824594,172.969027,0,418466.85499997,5276613.68800022,418466.92416,5276613.531829,-32767,31.19415,18.716489,5.039521,5.039521,0,244,120,50,0.502,0.330568,340.356883,0,418466.863659985,5276613.70132904,-0.124659999972209,0.60617099981755,-0.0086600148351863,-0.0133288158103824,0.618856523446978,0.0158950680354865,14,"T3",2021,14,"14_A_Alt-1_AVDT",16,"PSME",50.2,"Y",15.5,256,0,0,NA,NA,NA,NA,418467.920716243,5276613.05621062,36.8886693341452,31.4970056209855,-1.12121624295833,1.08178937993944,1.5580096681418,-0.996556242986117,0.475618380121887,1.10423602048854,0.311463
"14_20_PSME",418468.9845,5276624.49,446.538723,31.805506,19.083304,3.838573,3.838573,0,244,120,50,0.328,0.220309,77.725274,0,418469.103999859,5276624.51599997,418468.98366,5276624.36783,-32767,31.752135,19.051281,3.838573,3.838573,0,244,120,50,0.328,0.372275,38.703181,0,418469.11266003,5276624.52883004,0.00083999999333173,0.122170000337064,-0.00866017065709457,-0.0128300692886114,0.122172888082205,0.0154793163208383,14,"T3",2021,14,"14_A_Alt-1_AVDT",20,"PSME",32.8,"Y",15.3,295,0,0,NA,NA,NA,NA,418469.093790858,5276623.2720594,27.0189874532903,23.9910802586597,-0.109290857973974,1.21794060058892,1.22283432982542,-0.110130857967306,1.09577060025185,1.10129106699951,0.0533710000000021
"14_21_PSME",418469.993,5276627.0475,445.564231,33.765376,20.259225,4.068502,4.068502,0,244,120,50,0.358,0.945208,323.284399,0,418469.660000091,5276627.49399987,418470.01166,5276627.08483,-32767,33.76963,20.261778,4.068502,4.068502,0,244,120,50,0.358,0.92271,320.89592,0,418469.66865982,5276627.50683023,-0.018660000001546,-0.037329999729991,-0.00865972915198654,-0.0128303533419967,0.0417339727308439,0.0154793047604293,14,"T3",2021,14,"14_A_Alt-1_AVDT",21,"PSME",35.8,"Y",15.7,311,0,0,NA,NA,NA,NA,418471.11135959,5276627.10612676,28.8852512602521,25.4281352710891,-1.11835959000746,-0.0586267597973347,1.11989520470711,-1.09969959000591,-0.0212967600673437,1.09990578698747,0.00425399999999598
"14_23_TSHE",418473.578,5276631.191,444.367738,30.28315,18.169891,3.25381,3.25381,0,244,120,50,0.262,0.642048,199.182475,0,418473.466499964,5276630.8704999,418473.58716,5276631.11383,-32767,30.243965,18.14638,3.25381,3.25381,0,244,120,50,0.262,0.443657,255.281343,0,418473.360659754,5276631.05432994,-0.0091600000159815,0.0771699994802475,0.105840209056623,-0.183830037713051,0.0777117392681066,0.212121740089816,14,"T3",2021,14,"14_A_Alt-1_AVDT",23,"TSHE",26.2,"Y",16.5,330,0,0,NA,NA,NA,NA,418474.7103,5276631.09541916,25.2534880981843,20.3363144722587,-1.13229999999749,0.0955808395519853,1.13632697181919,-1.1231399999815,0.0184108400717378,1.12329088778936,0.0391849999999998
"14_26_PSME",418480.252,5276634.137,443.423504,33.011378,19.806827,4.075975,4.075975,0,244,120,50,0.359,0.420963,321.192618,0,418480.099999976,5276634.32600003,418480.38466,5276634.20283,-32767,33.06132,19.836792,4.075975,4.075975,0,244,120,50,0.359,0.533236,296.23194,0,418480.108660017,5276634.33882999,-0.132660000002943,-0.0658299997448921,-0.00866004097042605,-0.0128299593925476,0.148095457280746,0.0154791526778399,14,"T3",2021,14,"14_A_Alt-1_AVDT",26,"PSME",35.9,"Y",17.5,357,0,0,NA,NA,NA,NA,418482.044420766,5276634.28201686,28.9461179254649,25.4748448171611,-1.79242076602532,-0.145016860216856,1.79827753481656,-1.65976076602237,-0.0791868604719639,1.66164868708719,0.0499420000000015
"14_29_TSHE",418490.631,5276630.021,444.589348,26.039645,15.623788,2.886029,2.886029,0,244,120,50,0.227,0.703707,95.194429,0,418490.949497589,5276629.99204567,418490.66566,5276630.047829,-32767,25.032192,15.019316,2.886029,2.886029,0,244,120,50,0.227,0.785432,107.642892,0,418490.99266,5276629.943829,-0.0346600000048056,-0.0268290005624294,-0.0431624114280567,0.048216674476862,0.0438304787962893,0.0647135338077941,14,"T3",2021,14,"14_A_Alt-1_AVDT",29,"TSHE",22.7,"Y",15.1,31,0,0,NA,NA,NA,NA,418490.737374931,5276629.74922624,22.6006815519154,18.0376812125179,-0.106374930997845,0.271773759275675,0.291850307821713,-0.0717149309930392,0.298602759838104,0.307093861075517,1.007453
"14_3_PSME",418496.2745,5276625.9795,445.329403,31.052329,18.631398,4.704529,4.704529,0,244,120,50,0.449,0.604232,136.237297,0,418496.500999977,5276625.74300003,418496.28316,5276625.99283,-32767,31.052213,18.631329,4.704529,4.704529,0,244,120,50,0.449,0.52536,131.725453,0,418496.495660064,5276625.80332994,-0.00865999999223277,-0.0133299995213747,0.00533991295378655,-0.0603299159556627,0.0158960525636185,0.060565777709622,14,"T3",2021,14,"14_A_Alt-1_AVDT",3,"PSME",44.9,"Y",16,56,0,0,NA,NA,NA,NA,418496.224901161,5276625.75308646,34.107360828819,29.4033044029409,0.0495988390175626,0.226413540542126,0.231782519126682,0.0582588390097953,0.2397435400635,0.246720605797223,0.000116000000002003
"14_30_PSME",418492.192,5276627.4825,445.311183,27.992123,16.795274,3.654283,3.654283,0,244,120,50,0.305,0.736209,1.752592,0,418492.203000004,5276627.84200023,418492.18516,5276627.53883,-32767,28.00901,16.805406,3.654283,3.654283,0,244,120,50,0.305,0.648699,4.793651,0,418492.211660012,5276627.85483016,0.00683999998727813,-0.0563300000503659,-0.00866000819951296,-0.0128299342468381,0.0567437618201348,0.0154791135015485,14,"T3",2021,14,"14_A_Alt-1_AVDT",30,"PSME",30.5,"Y",14,42,0,0,NA,NA,NA,NA,418492.328128489,5276627.21002756,25.5325019015023,22.8392698544014,-0.136128489044495,0.272472440265119,0.30458528564848,-0.142968489031773,0.328802440315485,0.358540142262266,0.0168870000000005
"14_32_PSME",418489.61,5276623.9595,446.669797,30.073531,18.044118,3.385,3.385,0,244,120,50,0.273,0.262898,263.132491,0,418489.473000057,5276623.94300001,418489.76666,5276623.93683,-32767,30.073519,18.044111,3.385,3.385,0,244,120,50,0.273,0.544193,273.814075,0,418489.481659857,5276623.95583001,-0.156660000036936,0.0226699998602271,-0.0086598006892018,-0.0128300040960312,0.158291770175318,0.0154790553032437,14,"T3",2021,14,"14_A_Alt-1_AVDT",32,"PSME",27.3,"Y",9.9,46,0,0,NA,NA,NA,NA,418490.081764023,5276623.68311787,23.3767291893392,21.1562517630015,-0.471764023008291,0.276382129639387,0.546761716828245,-0.315104022971354,0.25371212977916,0.404549613879199,1.19999999981246e-05
"14_34_TSHE",418495.633,5276619.4035,447.126446,28.803684,17.282211,3.274072,3.274072,0,244,120,50,0.264,1.274467,145.26808,0,418495.998000081,5276618.87699989,418495.57766,5276619.30683,-32767,28.711911,17.227147,3.274072,3.274072,0,244,120,50,0.264,1.252985,170.372647,0,418495.682660032,5276618.68782982,0.0553399999625981,0.0966699998825788,0.315340048458893,0.189170066267252,0.111389427115674,0.367729058049012,14,"T3",2021,14,"14_A_Alt-1_AVDT",34,"TSHE",26.4,"Y",12.7,84,0,0,NA,NA,NA,NA,418495.590728071,5276618.13351148,25.3989952907565,20.4629527388713,0.0422719289781526,1.26998852007091,1.27069184190796,-0.0130680709844455,1.17331852018833,1.17339129206595,0.0917729999999999
"14_35_TSHE",418492.8385,5276614.84,448.773673,31.079658,18.647795,3.654166,3.654166,0,244,120,50,0.303,0.699633,50.184764,0,418493.12999987,5276615.08299989,418492.91466,5276614.832829,-32767,31.075286,18.645172,3.654166,3.654166,0,244,120,50,0.303,0.40652,330.066555,0,418492.804641474,5276615.0238989,-0.0761599999968894,0.00717099942266941,0.325358396512456,0.0591009873896837,0.0764968550480745,0.330682646795371,14,"T3",2021,14,"14_A_Alt-1_AVDT",35,"TSHE",30.3,"Y",10,104,0,0,NA,NA,NA,NA,418492.663257263,5276614.38678104,28.1175910398197,22.8385383442005,0.175242736993823,0.45321896020323,0.485919173069744,0.251402736990713,0.446047960780561,0.51201769450178,0.00437200000000004
"14_36_TSHE",418489.679,5276613.024,449.793976,29.992795,17.995678,3.501594,3.501594,0,244,120,50,0.287,0.909876,84.397139,0,418490.153000129,5276613.07050002,418490.49666,5276613.440829,-32767,30.059856,18.035914,3.501594,3.501594,0,244,120,50,0.287,0.348118,199.179008,0,418490.436660075,5276613.26832921,-0.817660000000615,-0.416829000227153,-0.283659945533145,-0.197829199023545,0.917776819837684,0.345831399219568,14,"T3",2021,14,"14_A_Alt-1_AVDT",36,"TSHE",28.7,"Y",8.1,116,0,0,NA,NA,NA,NA,418490.240531775,5276613.25519371,27.0287258322762,21.8849611385903,-0.561531774990726,-0.231193710118532,0.607263094484267,0.256128225009888,0.185635290108621,0.316325984674715,0.0670609999999989
"14_4_PSME",418498.6875,5276622.446,446.313947,39.02605,23.415631,4.947034,4.947034,0,244,120,50,0.487,0.01,90,0,418498.694311331,5276622.446,418498.74866,5276622.47783,-32767,39.029801,23.417881,4.947034,4.947034,0,244,120,50,0.487,0.535878,216.085073,0,418498.533660153,5276622.18283021,-0.0611599999829195,-0.0318299997597933,0.160651177866384,0.263169790618122,0.068947041144774,0.308329595796191,14,"T3",2021,14,"14_A_Alt-1_AVDT",4,"PSME",48.7,"Y",16.6,75,0,0,NA,NA,NA,NA,418498.994668716,5276621.10239615,36.1188561667075,30.91896431518,-0.307168715982698,1.34360385034233,1.37826845234635,-0.246008715999778,1.37543385010213,1.39726109383845,0.00375100000000117
"14_41_TSHE",418481.041,5276605.892,452.498937,27.368602,16.421161,3.728785,3.728785,0,244,120,50,0.311,0.35922,88.163156,0,418481.21250012,5276605.8975,418481.36166,5276605.916829,-32767,27.387806,16.432684,3.728785,3.728785,0,244,120,50,0.311,0.222181,36.384352,0,418481.424660048,5276606.00232906,-0.320659999968484,-0.0248290002346039,-0.212159928050824,-0.1048290617764,0.32161982966297,0.236645235032212,14,"T3",2021,14,"14_A_Alt-1_AVDT",41,"TSHE",31.1,"Y",10.8,190,0,0,NA,NA,NA,NA,418481.084899681,5276606.17007627,28.6490337040706,23.3049052964272,-0.0438996809534729,-0.27807626966387,0.281520148014294,0.276760319015011,-0.253247269429266,0.375140578523132,0.019204000000002
"14_42_PSME",418475.811,5276605.278,452.697075,33.543541,20.126125,4.164745,4.164745,0,244,120,50,0.371,0.252892,141.581945,0,418475.902999932,5276605.16200009,418475.84166,5276605.116829,-32767,33.484037,20.090422,4.164745,4.164745,0,244,120,50,0.371,0.155554,50.355825,0,418475.911660109,5276605.17482909,-0.0306599999894388,0.161170999519527,-0.00866017740918323,-0.0128290057182312,0.164061350370755,0.0154784385671468,14,"T3",2021,14,"14_A_Alt-1_AVDT",42,"PSME",37.1,"Y",12.9,211,0,0,NA,NA,NA,NA,418476.316308834,5276605.74854182,29.6700405509073,26.0296551957178,-0.50530883402098,-0.470541819930077,0.690468407707949,-0.474648834031541,-0.631712819449604,0.790159858449206,0.0595039999999969
"14_43_PSME",418471.7355,5276608.812,451.527449,30.312362,18.187417,4.591966,4.591966,0,244,120,50,0.432,1.126058,140.551561,0,418472.114000039,5276608.35199995,418471.77466,5276608.68883,-32767,30.272688,18.163613,4.591966,4.591966,0,244,120,50,0.432,0.899955,132.954592,0,418472.122660171,5276608.36482984,-0.0391599999857135,0.123169999569654,-0.00866013119230047,-0.0128298867493868,0.129245326386952,0.0154791429436499,14,"T3",2021,14,"14_A_Alt-1_AVDT",43,"PSME",43.2,"Y",13.1,237,0,0,NA,NA,NA,NA,418471.97371556,5276609.67122864,33.1773058422881,28.6997883376185,-0.238215559977107,-0.859228639863431,0.891639225570953,-0.199055559991393,-0.982398639433086,1.00236231110485,0.0396740000000015
"14_44_PSME",418471.991,5276614.3445,449.682299,32.081618,19.248971,4.273411,4.273411,0,244,120,50,0.386,0.432468,321.118474,0,418471.838999862,5276614.53300017,418472.00316,5276614.39883,-32767,32.102289,19.261374,4.273411,4.273411,0,244,120,50,0.386,0.381919,313.390459,0,418471.847660124,5276614.54582988,-0.0121600000420585,-0.054330000653863,-0.00866026146104559,-0.0128297125920653,0.0556741822757336,0.0154790714763086,14,"T3",2021,14,"14_A_Alt-1_AVDT",44,"PSME",38.6,"Y",10.5,255,0,0,NA,NA,NA,NA,418472.818078824,5276614.08840003,30.5585678738491,26.7088212884546,-0.827078824047931,0.256099970079958,0.86582133021973,-0.814918824005872,0.310429970733821,0.872043265239125,0.0206710000000001
"14_45_TSHE",418469.342412,5276617.017645,448.967254,27.280354,16.368213,3.501594,3.501594,0,244,120,50,0.287,1.161327,104.790108,0,418469.876999878,5276616.87649952,418469.53066,5276617.05783,-32767,27.63762,16.582573,3.501594,3.501594,0,244,120,50,0.287,0.713349,136.236408,0,418469.768659928,5276616.80933007,-0.18824799999129,-0.0401850007474422,0.108339949685615,0.0671694511547685,0.192489334213075,0.127472663211821,14,"T3",2021,14,"14_A_Alt-1_AVDT",45,"TSHE",28.7,"Y",12.8,269,0,0,NA,NA,NA,NA,418470.162249502,5276616.5826092,27.0287258322762,21.8849611385903,-0.819837502029259,0.435035799629986,0.928110810568047,-0.631589502037968,0.475220800377429,0.790405027941961,0.357265999999999
"14_48_PSME",418473.305,5276627.064,445.669235,34.357789,20.614673,3.862081,3.862081,0,244,120,50,0.331,0.055934,259.695155,0,418473.271999838,5276627.05799997,418473.36716,5276627.008829,-32767,34.316287,20.589772,3.862081,3.862081,0,244,120,50,0.331,0.177691,305.631554,0,418473.280660135,5276627.0708289,-0.062160000030417,0.0551709998399019,-0.00866029656026512,-0.0128289321437478,0.0831126032988734,0.0154784442519468,14,"T3",2021,14,"14_A_Alt-1_AVDT",48,"PSME",33.1,"Y",13.5,314,0,0,NA,NA,NA,NA,418473.249212695,5276626.183888,27.2092181480222,24.138006741977,0.0557873049983755,0.880111999809742,0.881878311111054,0.117947305028792,0.82494099996984,0.833330198777648,0.0415019999999942
"14_49_PSME",418480.0205,5276631.5375,444.597912,32.004606,19.202764,4.208511,4.208511,0,244,120,50,0.377,0.963579,290.38784,0,418479.515999913,5276631.72500003,418480.06416,5276631.54083,-32767,32.006726,19.204036,4.208511,4.208511,0,244,120,50,0.377,1.028503,290.106653,0,418479.524659833,5276631.73833006,-0.0436600000248291,-0.00333000067621469,-0.00865992082981393,-0.0133300321176648,0.0437868074500946,0.015896036771366,14,"T3",2021,14,"14_A_Alt-1_AVDT",49,"PSME",37.7,"Y",14.6,352,0,0,NA,NA,NA,NA,418480.928372726,5276631.2639138,30.027597938486,26.3031959373739,-0.907872726034839,0.273586199618876,0.948199501845381,-0.86421272601001,0.276916200295091,0.907494472591168,0.0021199999999979
"14_5_TSHE",418498.575,5276617.391,447.696545,30.586016,18.35161,3.793194,3.793194,0,244,120,50,0.318,0.343144,152.175904,0,418498.660500063,5276617.22899988,418498.58966,5276617.39283,-32767,30.586079,18.351647,3.793194,3.793194,0,244,120,50,0.318,0.347352,94.35744,0,418498.774549035,5276617.37874171,-0.0146599999861792,-0.00183000043034554,-0.114048972318415,-0.149741829372942,0.0147737774847815,0.188228009474791,14,"T3",2021,14,"14_A_Alt-1_AVDT",5,"TSHE",31.8,"Y",15.6,93,0,0,NA,NA,NA,NA,418498.538920742,5276615.98955908,29.1072153903192,23.7074650042455,0.0360792580177076,1.40144091937691,1.4019052619072,0.0507392580038868,1.40327091980726,1.40418793139647,6.30000000008124e-05
"14_50_PSME",418483.104,5276633.468,443.666071,34.883294,20.929976,4.421482,4.421482,0,244,120,50,0.407,0.66761,74.15142,0,418483.49500019,5276633.57900005,418483.09066,5276633.480829,-32767,34.882945,20.929767,4.421482,4.421482,0,244,120,50,0.407,0.70245,74.956391,0,418483.503660065,5276633.59182901,0.0133400000049733,-0.0128289991989732,-0.00865987525321543,-0.0128289591521025,0.0185078043154757,0.0154782309172453,14,"T3",2021,14,"14_A_Alt-1_AVDT",50,"PSME",40.7,"Y",15.6,3,0,0,NA,NA,NA,NA,418483.776740917,5276632.38462074,31.7732777791113,27.6342600421907,-0.672740917012561,1.08337926026434,1.27526113521655,-0.686080917017534,1.09620825946331,1.29320515495849,0.000348999999999933
"14_53_TSHE",418487.735886,5276627.047278,445.709174,28.900438,17.340262,3.374221,3.374221,0,244,120,50,0.274,0.907477,308.465605,0,418487.377500128,5276627.3319999,418487.62216,5276627.41483,-32767,28.977241,17.386344,3.374221,3.374221,0,244,120,50,0.274,0.672904,217.358154,0,418487.415660093,5276627.14433012,0.113725999952294,-0.36755200009793,-0.0381599650136195,0.18766977917403,0.384744169340015,0.191510127526117,14,"T3",2021,14,"14_A_Alt-1_AVDT",53,"TSHE",27.4,"Y",11.3,25,0,0,NA,NA,NA,NA,418487.735886358,5276627.04727799,26.1172761548341,21.0888788010626,-3.58035322278738e-07,1.02445483207703e-08,3.58181857119448e-07,-0.113726357987616,0.367552010342479,0.384744284958107,0.0768029999999982
"14_57_PSME",418487.792,5276616.1375,448.703705,32.609017,19.56541,3.358926,3.358926,0,244,120,50,0.27,0.765391,61.552252,0,418488.175000045,5276616.34500003,418487.84116,5276616.167829,-32767,32.61798,19.570788,3.358926,3.358926,0,244,120,50,0.27,0.688441,60.916997,0,418488.183660038,5276616.35832902,-0.0491599999950267,-0.0303290002048016,-0.00865999312372878,-0.0133289899677038,0.0577629107034426,0.0158952022466585,14,"T3",2021,14,"14_A_Alt-1_AVDT",57,"PSME",27,"Y",4.8,97,0,0,NA,NA,NA,NA,418487.724521528,5276616.22102715,23.1690771832975,20.9932854655067,0.0674784720176831,-0.0835271496325731,0.107378437833596,0.11663847201271,-0.0531981494277716,0.128197411268712,0.00896300000000139
"14_59_TSHE",418485.952,5276608.0625,451.742743,27.211781,16.327069,2.753885,2.753885,0,244,120,50,0.215,0.01,90,0,418485.956749352,5276608.0625,418485.94766,5276608.02383,-32767,28.532184,17.119311,2.753885,2.753885,0,244,120,50,0.215,0.746501,290.141127,0,418485.598659968,5276608.15183001,0.00433999998494983,0.0386699996888638,0.358089383225888,-0.0893300110474229,0.0389127803659169,0.369063486751033,14,"T3",2021,14,"14_A_Alt-1_AVDT",59,"TSHE",21.5,"Y",9.3,159,0,0,NA,NA,NA,NA,418486.293121931,5276608.12370203,21.6415957708174,17.2117812128421,-0.341121931036469,-0.061202029697597,0.346568694883359,-0.345461931021418,-0.0998720293864608,0.359608631763501,1.320403
"14_61_PSME",418476.243,5276612.3855,450.19139,34.139957,20.483974,4.323282,4.323282,0,244,120,50,0.393,0.517108,239.690022,0,418475.977000206,5276612.23000012,418476.04166,5276612.47283,-32767,34.194871,20.516922,4.323282,4.323282,0,244,120,50,0.393,0.396642,193.68402,0,418475.985659998,5276612.24283,0.201340000028722,-0.087330000475049,-0.00865979207446799,-0.0128298755735159,0.219463720451782,0.0154789439563853,14,"T3",2021,14,"14_A_Alt-1_AVDT",61,"PSME",39.3,"Y",8.2,234,0,0,NA,NA,NA,NA,418476.326360646,5276611.98616093,30.9671831560869,27.02051383539,-0.0833606459782459,0.399339069612324,0.407946920342276,-0.284700646006968,0.486669070087373,0.563827315422456,0.0549139999999966
"14_63_PSME",418477.8765,5276620.161,448.229772,29.298175,17.578905,4.04601,4.04601,0,244,120,50,0.355,1.890881,32.6462,0,418478.398000136,5276620.9750002,418478.41766,5276620.90483,-32767,29.44928,17.669568,4.04601,4.04601,0,244,120,50,0.355,0.162895,352.450578,0,418478.406659994,5276620.98783004,-0.541159999964293,-0.743830000050366,-0.00865985872223973,-0.0128298383206129,0.91985717072613,0.0154789503656488,14,"T3",2021,14,"14_A_Alt-1_AVDT",63,"PSME",35.5,"Y",5.6,302,0,0,NA,NA,NA,NA,418478.211230661,5276619.77354788,28.7021453111106,25.2875596980884,-0.334730661008507,0.387452119961381,0.512019297177128,0.206429338955786,1.13128212001175,1.14996187199402,0.151105000000001
"14_65_PSME",418484.752,5276622.4685,447.58413,33.128468,19.87708,4.928324,4.928324,0,244,120,50,0.484,0.342646,221.009087,0,418484.621999825,5276622.3189998,418484.78316,5276622.51783,-32767,33.131302,19.87878,4.928324,4.928324,0,244,120,50,0.484,0.415957,219.348069,0,418484.63065987,5276622.33182984,-0.0311600000131875,-0.0493299998342991,-0.00866004533600062,-0.0128300450742245,0.0583471891737194,0.0154792261378991,14,"T3",2021,14,"14_A_Alt-1_AVDT",65,"PSME",48.4,"Y",5.7,20,0,0,NA,NA,NA,NA,418484.909814817,5276622.16224794,35.9632970323752,30.8020257271499,-0.157814817037433,0.306252060458064,0.344522627720398,-0.126654817024246,0.355582060292363,0.377465288837539,0.002834
"14_68_TSHE",418485.715,5276612.825,449.98669,33.281806,19.969084,4.395871,4.395871,0,244,120,50,0.388,0.37459,193.014354,0,418485.665999967,5276612.61299986,418485.75286,5276612.81683,-32767,33.264864,19.958919,4.395871,4.395871,0,244,120,50,0.388,0.393826,224.826173,0,418485.591673934,5276612.65466292,-0.0378599999821745,0.00817000027745962,0.0743260328308679,-0.041663059964776,0.0387314923955164,0.0852066295660366,14,"T3",2021,14,"14_A_Alt-1_AVDT",68,"TSHE",38.8,"Y",4.9,140,0,0,NA,NA,NA,NA,418486.109959287,5276613.05238223,33.3722268168757,27.4741964118936,-0.394959286961239,-0.22738222964108,0.455736235901293,-0.357099286979064,-0.23555222991854,0.427790548961232,0.0169420000000002
